09/14/2021,59773,completed,passed
09/15/2021,75856,completed,passed
09/16/2021,113685,completed,passed
09/20/2021,107496,completed,passed
09/21/2021,95569,completed,passed
09/22/2021,72654,completed,passed
09/23/2021,87758,completed,passed
09/26/2021,73650,completed,passed
09/27/2021,67503,completed,passed
09/28/2021,75316,completed,passed
09/29/2021,63887,completed,passed
09/30/2021,49348,completed,failed
10/03/2021,52295,completed,passed
10/04/2021,48169,completed,passed
10/05/2021,40923,completed,passed
10/06/2021,55192,completed,passed
10/10/2021,53988,completed,passed
10/11/2021,44293,completed,passed
10/17/2021,21303,completed,passed
10/18/2021,40323,completed,passed
10/19/2021,54372,completed,passed
10/20/2021,34605,completed,passed
10/21/2021,36735,completed,passed
10/24/2021,38063,completed,passed
10/25/2021,53667,completed,passed
10/26/2021,72820,completed,passed
10/27/2021,75477,completed,passed
10/28/2021,58657,completed,failed
10/31/2021,81755,completed,passed
12/03/2023,36951,completed,passed
12/04/2023,43400,completed,passed
12/05/2023,38553,completed,passed
12/06/2023,34938,completed,passed
12/07/2023,53117,completed,passed
12/10/2023,7012,completed,passed
12/11/2023,109877,completed,passed
12/12/2023,95387,completed,passed
12/13/2023,81403,completed,passed
12/14/2023,66913,completed,passed
12/17/2023,101091,completed,passed
12/18/2023,113624,completed,passed
12/19/2023,99573,completed,passed
12/20/2023,111639,completed,passed
12/21/2023,111930,completed,passed
12/24/2023,128285,completed,passed
12/27/2023,117413,completed,passed
12/28/2023,101458,completed,passed
11/01/2021,80217,completed,passed
11/02/2021,59809,completed,passed
11/03/2021,61615,completed,passed
11/08/2021,49410,completed,passed
11/09/2021,100576,completed,passed
11/11/2021,73271,completed,passed
11/14/2021,61371,completed,passed
11/15/2021,59273,completed,passed
11/16/2021,69163,completed,passed
11/17/2021,77456,completed,passed
11/18/2021,69883,completed,passed
11/21/2021,54627,completed,passed
11/22/2021,51380,completed,passed
11/23/2021,53650,completed,passed
11/24/2021,54632,completed,passed
11/25/2021,47031,completed,passed
11/28/2021,70725,completed,passed
11/29/2021,51041,completed,passed
11/30/2021,41505,completed,passed
12/01/2021,37498,completed,passed
12/02/2021,47713,completed,passed
12/05/2021,59956,completed,passed
12/06/2021,69734,completed,passed
12/07/2021,49623,completed,passed
12/08/2021,42826,completed,passed
12/09/2021,41309,completed,passed
12/12/2021,51752,completed,passed
12/13/2021,62711,completed,passed
12/14/2021,29027,completed,passed
12/15/2021,71116,completed,passed
12/16/2021,37161,completed,passed
12/20/2021,37301,completed,passed
12/21/2021,34143,completed,passed
12/22/2021,55884,completed,passed
12/23/2021,58914,completed,passed
12/26/2021,61896,completed,passed
12/27/2021,67624,completed,passed
12/28/2021,41987,completed,passed
12/29/2021,42437,completed,passed
01/03/2024,96218,completed,passed
01/04/2024,108356,completed,passed
01/07/2024,98581,completed,passed
01/08/2024,99462,completed,passed
01/09/2024,104542,completed,passed
01/10/2024,92563,completed,passed
01/11/2024,79338,completed,passed
01/14/2024,94473,completed,passed
01/16/2024,132996,completed,passed
01/17/2024,210399,completed,passed
01/18/2024,303941,completed,passed
01/21/2024,166906,completed,passed
01/22/2024,150465,completed,passed
01/23/2024,117498,completed,passed
01/24/2024,90133,completed,passed
01/25/2024,91320,completed,passed
01/28/2024,100729,completed,passed
01/29/2024,103101,completed,passed
01/30/2024,116996,completed,passed
01/31/2024,95595,completed,passed
02/01/2024,79971,completed,passed
02/04/2024,70740,completed,passed
02/05/2024,56734,completed,passed
02/06/2024,66510,completed
